ファイル名,ラベル名,ファイルのディレクトリパス,タイトル,資料のURL,当該画像のフルサイズのURL(IIIF Image API)
1034134_4_1.jpg,picture_outdoor,picture_outdoor\1034134_4_1.jpg,初歩グライダー案内書 : 図解式,https://dl.ndl.go.jp/info:ndljp/pid/1034134,"https://www.dl.ndl.go.jp/api/iiif/1034134/R0000004/pct:54.6,21.1,22.7,58.1/full/0/default.jpg"
1035221_53_1.jpg,picture_outdoor,picture_outdoor\1035221_53_1.jpg,壱岐国神社誌,https://dl.ndl.go.jp/info:ndljp/pid/1035221,"https://www.dl.ndl.go.jp/api/iiif/1035221/R0000053/pct:54.4,18.1,21.8,21.2/full/0/default.jpg"
1036188_83_0.jpg,picture_outdoor,picture_outdoor\1036188_83_0.jpg,神宮庭球大会報告書,https://dl.ndl.go.jp/info:ndljp/pid/1036188,"https://www.dl.ndl.go.jp/api/iiif/1036188/R0000083/pct:55.5,21.6,27.6,28.5/full/0/default.jpg"
1036994_14_5.jpg,picture_outdoor,picture_outdoor\1036994_14_5.jpg,三井郡勢史 : 自治制五十周年記念,https://dl.ndl.go.jp/info:ndljp/pid/1036994,"https://www.dl.ndl.go.jp/api/iiif/1036994/R0000014/pct:23.6,64.9,21.0,21.9/full/0/default.jpg"
1041965_113_0.jpg,picture_outdoor,picture_outdoor\1041965_113_0.jpg,支那事変実記,https://dl.ndl.go.jp/info:ndljp/pid/1041965,"https://www.dl.ndl.go.jp/api/iiif/1041965/R0000113/pct:16.5,18.8,29.6,65.6/full/0/default.jpg"
1042055_41_0.jpg,picture_outdoor,picture_outdoor\1042055_41_0.jpg,小樽市史,https://dl.ndl.go.jp/info:ndljp/pid/1042055,"https://www.dl.ndl.go.jp/api/iiif/1042055/R0000041/pct:18.0,17.7,29.2,30.3/full/0/default.jpg"
1042235_69_0.jpg,picture_outdoor,picture_outdoor\1042235_69_0.jpg,小田郡誌,https://dl.ndl.go.jp/info:ndljp/pid/1042235,"https://www.dl.ndl.go.jp/api/iiif/1042235/R0000069/pct:51.1,16.3,26.8,68.7/full/0/default.jpg"
1043909_222_0.jpg,picture_outdoor,picture_outdoor\1043909_222_0.jpg,新修支那省別全誌,https://dl.ndl.go.jp/info:ndljp/pid/1043909,"https://www.dl.ndl.go.jp/api/iiif/1043909/R0000222/pct:53.0,19.4,24.3,44.7/full/0/default.jpg"
1046587_26_0.jpg,picture_outdoor,picture_outdoor\1046587_26_0.jpg,[財団法人癩予防協会]資料,https://dl.ndl.go.jp/info:ndljp/pid/1046587,"https://www.dl.ndl.go.jp/api/iiif/1046587/R0000026/pct:18.4,19.5,22.9,19.9/full/0/default.jpg"
1047611_3_1.jpg,picture_outdoor,picture_outdoor\1047611_3_1.jpg,千万人の支那歴史,https://dl.ndl.go.jp/info:ndljp/pid/1047611,"https://www.dl.ndl.go.jp/api/iiif/1047611/R0000003/pct:16.9,15.2,30.1,28.2/full/0/default.jpg"
1048045_4_0.jpg,picture_outdoor,picture_outdoor\1048045_4_0.jpg,新潟県水産試験場事業報告,https://dl.ndl.go.jp/info:ndljp/pid/1048045,"https://www.dl.ndl.go.jp/api/iiif/1048045/R0000004/pct:8.4,16.3,27.5,69.5/full/0/default.jpg"
1050744_20_0.jpg,picture_outdoor,picture_outdoor\1050744_20_0.jpg,馬匹血統登録書,https://dl.ndl.go.jp/info:ndljp/pid/1050744,"https://www.dl.ndl.go.jp/api/iiif/1050744/R0000020/pct:54.0,20.5,31.6,57.5/full/0/default.jpg"
1052983_12_0.jpg,picture_outdoor,picture_outdoor\1052983_12_0.jpg,師範教科農業原論,https://dl.ndl.go.jp/info:ndljp/pid/1052983,"https://www.dl.ndl.go.jp/api/iiif/1052983/R0000012/pct:64.0,19.5,20.6,22.0/full/0/default.jpg"
1053494_2_1.jpg,picture_outdoor,picture_outdoor\1053494_2_1.jpg,宮古港大観と郷土の名所遺蹟,https://dl.ndl.go.jp/info:ndljp/pid/1053494,"https://www.dl.ndl.go.jp/api/iiif/1053494/R0000002/pct:21.1,7.5,22.0,35.9/full/0/default.jpg"
1053978_13_0.jpg,picture_outdoor,picture_outdoor\1053978_13_0.jpg,猛島神社志,https://dl.ndl.go.jp/info:ndljp/pid/1053978,"https://www.dl.ndl.go.jp/api/iiif/1053978/R0000013/pct:54.1,18.7,23.1,23.0/full/0/default.jpg"
1054192_2_1.jpg,picture_outdoor,picture_outdoor\1054192_2_1.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000002/pct:72.6,64.0,17.1,25.7/full/0/default.jpg"
1054192_3_0.jpg,picture_outdoor,picture_outdoor\1054192_3_0.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000003/pct:34.2,56.8,16.5,33.3/full/0/default.jpg"
1054192_6_2.jpg,picture_outdoor,picture_outdoor\1054192_6_2.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000006/pct:50.0,70.1,18.5,25.3/full/0/default.jpg"
1054192_7_0.jpg,picture_outdoor,picture_outdoor\1054192_7_0.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000007/pct:10.0,1.5,82.7,94.4/full/0/default.jpg"
1054192_7_3.jpg,picture_outdoor,picture_outdoor\1054192_7_3.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000007/pct:71.4,60.5,20.3,12.5/full/0/default.jpg"
1054195_88_0.jpg,picture_outdoor,picture_outdoor\1054195_88_0.jpg,高知読本,https://dl.ndl.go.jp/info:ndljp/pid/1054195,"https://www.dl.ndl.go.jp/api/iiif/1054195/R0000088/pct:20.3,24.7,22.6,22.6/full/0/default.jpg"
1054956_84_0.jpg,picture_outdoor,picture_outdoor\1054956_84_0.jpg,新兵器と科学戦,https://dl.ndl.go.jp/info:ndljp/pid/1054956,"https://www.dl.ndl.go.jp/api/iiif/1054956/R0000084/pct:51.3,14.9,36.9,69.0/full/0/default.jpg"
1055664_106_0.jpg,picture_outdoor,picture_outdoor\1055664_106_0.jpg,貞操の洗濯場,https://dl.ndl.go.jp/info:ndljp/pid/1055664,"https://www.dl.ndl.go.jp/api/iiif/1055664/R0000106/pct:22.3,21.5,18.7,35.0/full/0/default.jpg"
1062541_168_0.jpg,picture_outdoor,picture_outdoor\1062541_168_0.jpg,セレベス民俗誌,https://dl.ndl.go.jp/info:ndljp/pid/1062541,"https://www.dl.ndl.go.jp/api/iiif/1062541/R0000168/pct:18.8,19.3,17.7,26.5/full/0/default.jpg"
1062541_25_0.jpg,picture_outdoor,picture_outdoor\1062541_25_0.jpg,セレベス民俗誌,https://dl.ndl.go.jp/info:ndljp/pid/1062541,"https://www.dl.ndl.go.jp/api/iiif/1062541/R0000025/pct:27.7,19.7,18.5,15.6/full/0/default.jpg"
1071441_41_1.jpg,picture_outdoor,picture_outdoor\1071441_41_1.jpg,古蹟調査概報,https://dl.ndl.go.jp/info:ndljp/pid/1071441,"https://www.dl.ndl.go.jp/api/iiif/1071441/R0000041/pct:13.5,51.9,33.9,36.6/full/0/default.jpg"
1071491_59_1.jpg,picture_outdoor,picture_outdoor\1071491_59_1.jpg,小間物化粧品年鑑,https://dl.ndl.go.jp/info:ndljp/pid/1071491,"https://www.dl.ndl.go.jp/api/iiif/1071491/R0000059/pct:54.5,11.3,33.6,77.0/full/0/default.jpg"
1071984_59_1.jpg,picture_outdoor,picture_outdoor\1071984_59_1.jpg,福岡県史蹟名勝天然紀念物調査報告書,https://dl.ndl.go.jp/info:ndljp/pid/1071984,"https://www.dl.ndl.go.jp/api/iiif/1071984/R0000059/pct:13.8,53.6,30.5,33.0/full/0/default.jpg"
1073089_10_1.jpg,picture_outdoor,picture_outdoor\1073089_10_1.jpg,積雪地方農村経済調査所報告,https://dl.ndl.go.jp/info:ndljp/pid/1073089,"https://www.dl.ndl.go.jp/api/iiif/1073089/R0000010/pct:15.1,20.2,28.8,30.5/full/0/default.jpg"
1074520_49_1.jpg,picture_outdoor,picture_outdoor\1074520_49_1.jpg,福岡県史蹟名勝天然紀念物調査報告書,https://dl.ndl.go.jp/info:ndljp/pid/1074520,"https://www.dl.ndl.go.jp/api/iiif/1074520/R0000049/pct:8.4,12.0,36.0,37.1/full/0/default.jpg"
1075311_24_0.jpg,picture_outdoor,picture_outdoor\1075311_24_0.jpg,江戸川上水道誌,https://dl.ndl.go.jp/info:ndljp/pid/1075311,"https://www.dl.ndl.go.jp/api/iiif/1075311/R0000024/pct:20.6,15.8,28.4,34.0/full/0/default.jpg"
1077274_8_0.jpg,picture_outdoor,picture_outdoor\1077274_8_0.jpg,趣味のデパート,https://dl.ndl.go.jp/info:ndljp/pid/1077274,"https://www.dl.ndl.go.jp/api/iiif/1077274/R0000008/pct:12.4,2.9,84.3,94.8/full/0/default.jpg"
1077859_21_0.jpg,picture_outdoor,picture_outdoor\1077859_21_0.jpg,満洲国年報,https://dl.ndl.go.jp/info:ndljp/pid/1077859,"https://www.dl.ndl.go.jp/api/iiif/1077859/R0000021/pct:13.1,18.0,32.4,35.6/full/0/default.jpg"
1078657_156_2.jpg,picture_outdoor,picture_outdoor\1078657_156_2.jpg,土木設計施工画報,https://dl.ndl.go.jp/info:ndljp/pid/1078657,"https://www.dl.ndl.go.jp/api/iiif/1078657/R0000156/pct:12.6,51.8,23.3,24.0/full/0/default.jpg"
1078962_40_2.jpg,picture_outdoor,picture_outdoor\1078962_40_2.jpg,偉人野中兼山,https://dl.ndl.go.jp/info:ndljp/pid/1078962,"https://www.dl.ndl.go.jp/api/iiif/1078962/R0000040/pct:14.3,54.3,30.9,32.4/full/0/default.jpg"
1082988_3_0.jpg,picture_outdoor,picture_outdoor\1082988_3_0.jpg,甲府案内,https://dl.ndl.go.jp/info:ndljp/pid/1082988,"https://www.dl.ndl.go.jp/api/iiif/1082988/R0000003/pct:25.4,17.8,24.5,64.8/full/0/default.jpg"
1085123_36_0.jpg,picture_outdoor,picture_outdoor\1085123_36_0.jpg,Useful notes and itineraries for travelling in Japan,https://dl.ndl.go.jp/info:ndljp/pid/1085123,"https://www.dl.ndl.go.jp/api/iiif/1085123/R0000036/pct:52.9,37.0,27.5,25.2/full/0/default.jpg"
1085887_34_0.jpg,picture_outdoor,picture_outdoor\1085887_34_0.jpg,坡西土から坡西土へ : 昭和十六年,https://dl.ndl.go.jp/info:ndljp/pid/1085887,"https://www.dl.ndl.go.jp/api/iiif/1085887/R0000034/pct:55.0,15.5,27.7,25.9/full/0/default.jpg"
1087132_119_0.jpg,picture_outdoor,picture_outdoor\1087132_119_0.jpg,信濃産業誌,https://dl.ndl.go.jp/info:ndljp/pid/1087132,"https://www.dl.ndl.go.jp/api/iiif/1087132/R0000119/pct:12.7,19.7,30.9,31.2/full/0/default.jpg"
1088300_45_0.jpg,picture_outdoor,picture_outdoor\1088300_45_0.jpg,福井県大野郡誌,https://dl.ndl.go.jp/info:ndljp/pid/1088300,"https://www.dl.ndl.go.jp/api/iiif/1088300/R0000045/pct:52.6,25.8,23.9,25.2/full/0/default.jpg"
1089899_1_0.jpg,picture_outdoor,picture_outdoor\1089899_1_0.jpg,我等の埼玉,https://dl.ndl.go.jp/info:ndljp/pid/1089899,"https://www.dl.ndl.go.jp/api/iiif/1089899/R0000001/pct:16.1,44.0,26.8,29.0/full/0/default.jpg"
1090978_8_1.jpg,picture_outdoor,picture_outdoor\1090978_8_1.jpg,太田町勢要覧 : 附・名勝案内,https://dl.ndl.go.jp/info:ndljp/pid/1090978,"https://www.dl.ndl.go.jp/api/iiif/1090978/R0000008/pct:19.3,62.9,16.3,18.6/full/0/default.jpg"
1093466_14_0.jpg,picture_outdoor,picture_outdoor\1093466_14_0.jpg,農村社会事業,https://dl.ndl.go.jp/info:ndljp/pid/1093466,"https://www.dl.ndl.go.jp/api/iiif/1093466/R0000014/pct:18.1,24.9,16.1,13.1/full/0/default.jpg"
1093792_15_3.jpg,picture_outdoor,picture_outdoor\1093792_15_3.jpg,勃興ドイツの全貌,https://dl.ndl.go.jp/info:ndljp/pid/1093792,"https://www.dl.ndl.go.jp/api/iiif/1093792/R0000015/pct:50.7,45.5,19.5,18.4/full/0/default.jpg"
1093792_22_3.jpg,picture_outdoor,picture_outdoor\1093792_22_3.jpg,勃興ドイツの全貌,https://dl.ndl.go.jp/info:ndljp/pid/1093792,"https://www.dl.ndl.go.jp/api/iiif/1093792/R0000022/pct:11.3,41.5,10.1,17.4/full/0/default.jpg"
1094614_28_0.jpg,picture_outdoor,picture_outdoor\1094614_28_0.jpg,讃岐の誇 : 史伝・名勝・文学,https://dl.ndl.go.jp/info:ndljp/pid/1094614,"https://www.dl.ndl.go.jp/api/iiif/1094614/R0000028/pct:21.4,17.5,23.1,20.8/full/0/default.jpg"
1095821_8_0.jpg,picture_outdoor,picture_outdoor\1095821_8_0.jpg,関西医師大会会誌,https://dl.ndl.go.jp/info:ndljp/pid/1095821,"https://www.dl.ndl.go.jp/api/iiif/1095821/R0000008/pct:11.9,47.6,31.6,46.0/full/0/default.jpg"
1096032_23_0.jpg,picture_outdoor,picture_outdoor\1096032_23_0.jpg,絵と文 : 作文学習,https://dl.ndl.go.jp/info:ndljp/pid/1096032,"https://www.dl.ndl.go.jp/api/iiif/1096032/R0000023/pct:18.3,23.0,25.5,50.9/full/0/default.jpg"
1097177_3_0.jpg,picture_outdoor,picture_outdoor\1097177_3_0.jpg,天野山金剛寺小史 : 勤王護国之寺,https://dl.ndl.go.jp/info:ndljp/pid/1097177,"https://www.dl.ndl.go.jp/api/iiif/1097177/R0000003/pct:17.1,22.0,28.1,58.5/full/0/default.jpg"
1098388_42_0.jpg,picture_outdoor,picture_outdoor\1098388_42_0.jpg,帝都事件の全貌 : 組閣事情と『国政一新声明』,https://dl.ndl.go.jp/info:ndljp/pid/1098388,"https://www.dl.ndl.go.jp/api/iiif/1098388/R0000042/pct:19.3,23.2,31.8,55.1/full/0/default.jpg"
1099814_7_0.jpg,picture_outdoor,picture_outdoor\1099814_7_0.jpg,輝く忠誠 : 支那事変報国美談,https://dl.ndl.go.jp/info:ndljp/pid/1099814,"https://www.dl.ndl.go.jp/api/iiif/1099814/R0000007/pct:16.6,51.5,27.1,28.3/full/0/default.jpg"
1100323_13_1.jpg,picture_outdoor,picture_outdoor\1100323_13_1.jpg,敵反抗の形相,https://dl.ndl.go.jp/info:ndljp/pid/1100323,"https://www.dl.ndl.go.jp/api/iiif/1100323/R0000013/pct:30.9,49.0,16.0,31.8/full/0/default.jpg"
1100575_23_5.jpg,picture_outdoor,picture_outdoor\1100575_23_5.jpg,朝鮮満洲旅行案内,https://dl.ndl.go.jp/info:ndljp/pid/1100575,"https://www.dl.ndl.go.jp/api/iiif/1100575/R0000023/pct:71.0,43.1,10.4,13.6/full/0/default.jpg"
1101781_79_0.jpg,picture_outdoor,picture_outdoor\1101781_79_0.jpg,聖光録,https://dl.ndl.go.jp/info:ndljp/pid/1101781,"https://www.dl.ndl.go.jp/api/iiif/1101781/R0000079/pct:28.1,14.1,21.1,39.8/full/0/default.jpg"
1105032_12_0.jpg,picture_outdoor,picture_outdoor\1105032_12_0.jpg,青森,https://dl.ndl.go.jp/info:ndljp/pid/1105032,"https://www.dl.ndl.go.jp/api/iiif/1105032/R0000012/pct:17.8,21.0,27.3,62.0/full/0/default.jpg"
1105032_13_0.jpg,picture_outdoor,picture_outdoor\1105032_13_0.jpg,青森,https://dl.ndl.go.jp/info:ndljp/pid/1105032,"https://www.dl.ndl.go.jp/api/iiif/1105032/R0000013/pct:17.0,22.5,26.8,61.6/full/0/default.jpg"
1105032_15_0.jpg,picture_outdoor,picture_outdoor\1105032_15_0.jpg,青森,https://dl.ndl.go.jp/info:ndljp/pid/1105032,"https://www.dl.ndl.go.jp/api/iiif/1105032/R0000015/pct:18.4,23.4,26.8,60.2/full/0/default.jpg"
1106566_10_0.jpg,picture_outdoor,picture_outdoor\1106566_10_0.jpg,行幸記念誌,https://dl.ndl.go.jp/info:ndljp/pid/1106566,"https://www.dl.ndl.go.jp/api/iiif/1106566/R0000010/pct:18.1,35.3,31.5,15.2/full/0/default.jpg"
1106699_45_0.jpg,picture_outdoor,picture_outdoor\1106699_45_0.jpg,くまもと,https://dl.ndl.go.jp/info:ndljp/pid/1106699,"https://www.dl.ndl.go.jp/api/iiif/1106699/R0000045/pct:49.9,17.1,28.8,28.5/full/0/default.jpg"
1108516_187_0.jpg,picture_outdoor,picture_outdoor\1108516_187_0.jpg,"光りは東方より : [史実]キリスト、釈迦、モーゼ、モセスは日本に来住し,日本で死んでゐる",https://dl.ndl.go.jp/info:ndljp/pid/1108516,"https://www.dl.ndl.go.jp/api/iiif/1108516/R0000187/pct:16.3,22.9,26.5,26.8/full/0/default.jpg"
1109500_63_0.jpg,picture_outdoor,picture_outdoor\1109500_63_0.jpg,ポケット海軍年鑑 : 日英米仏伊軍艦集,https://dl.ndl.go.jp/info:ndljp/pid/1109500,"https://www.dl.ndl.go.jp/api/iiif/1109500/R0000063/pct:53.2,17.0,34.1,41.5/full/0/default.jpg"
1110097_6_1.jpg,picture_outdoor,picture_outdoor\1110097_6_1.jpg,半田のまち,https://dl.ndl.go.jp/info:ndljp/pid/1110097,"https://www.dl.ndl.go.jp/api/iiif/1110097/R0000006/pct:50.1,14.0,30.6,26.5/full/0/default.jpg"
1110835_3_1.jpg,picture_outdoor,picture_outdoor\1110835_3_1.jpg,小倉の商工,https://dl.ndl.go.jp/info:ndljp/pid/1110835,"https://www.dl.ndl.go.jp/api/iiif/1110835/R0000003/pct:23.2,51.0,26.0,29.6/full/0/default.jpg"
1111971_112_0.jpg,picture_outdoor,picture_outdoor\1111971_112_0.jpg,産業日本建設史,https://dl.ndl.go.jp/info:ndljp/pid/1111971,"https://www.dl.ndl.go.jp/api/iiif/1111971/R0000112/pct:6.9,22.8,40.9,58.4/full/0/default.jpg"
1112010_9_1.jpg,picture_outdoor,picture_outdoor\1112010_9_1.jpg,三重の神社,https://dl.ndl.go.jp/info:ndljp/pid/1112010,"https://www.dl.ndl.go.jp/api/iiif/1112010/R0000009/pct:80.1,14.7,17.8,46.6/full/0/default.jpg"
1112023_66_0.jpg,picture_outdoor,picture_outdoor\1112023_66_0.jpg,近畿名所三百景,https://dl.ndl.go.jp/info:ndljp/pid/1112023,"https://www.dl.ndl.go.jp/api/iiif/1112023/R0000066/pct:3.1,18.1,47.9,67.5/full/0/default.jpg"
1112075_11_0.jpg,picture_outdoor,picture_outdoor\1112075_11_0.jpg,満洲・上海事変写真帖,https://dl.ndl.go.jp/info:ndljp/pid/1112075,"https://www.dl.ndl.go.jp/api/iiif/1112075/R0000011/pct:9.3,25.1,33.9,47.9/full/0/default.jpg"
1112102_112_0.jpg,picture_outdoor,picture_outdoor\1112102_112_0.jpg,新日本写真大観,https://dl.ndl.go.jp/info:ndljp/pid/1112102,"https://www.dl.ndl.go.jp/api/iiif/1112102/R0000112/pct:50.2,23.4,39.8,53.0/full/0/default.jpg"
1112128_7_1.jpg,picture_outdoor,picture_outdoor\1112128_7_1.jpg,最近の日本・在留同胞・米国生れ青少年の為に,https://dl.ndl.go.jp/info:ndljp/pid/1112128,"https://www.dl.ndl.go.jp/api/iiif/1112128/R0000007/pct:49.1,19.2,19.7,51.6/full/0/default.jpg"
1112211_58_0.jpg,picture_outdoor,picture_outdoor\1112211_58_0.jpg,非常時国民性に合つた日支事変大写真帖,https://dl.ndl.go.jp/info:ndljp/pid/1112211,"https://www.dl.ndl.go.jp/api/iiif/1112211/R0000058/pct:8.8,11.5,37.2,59.7/full/0/default.jpg"
1112235_91_1.jpg,picture_outdoor,picture_outdoor\1112235_91_1.jpg,支那事変聖戦写真史,https://dl.ndl.go.jp/info:ndljp/pid/1112235,"https://www.dl.ndl.go.jp/api/iiif/1112235/R0000091/pct:12.6,54.8,36.4,35.3/full/0/default.jpg"
1112542_75_1.jpg,picture_outdoor,picture_outdoor\1112542_75_1.jpg,観光の兵庫景勝を探りて,https://dl.ndl.go.jp/info:ndljp/pid/1112542,"https://www.dl.ndl.go.jp/api/iiif/1112542/R0000075/pct:53.0,21.5,24.0,21.6/full/0/default.jpg"
1113830_8_0.jpg,picture_outdoor,picture_outdoor\1113830_8_0.jpg,セメントコンクリート道路,https://dl.ndl.go.jp/info:ndljp/pid/1113830,"https://www.dl.ndl.go.jp/api/iiif/1113830/R0000008/pct:14.3,18.0,30.5,33.3/full/0/default.jpg"
1114948_348_0.jpg,picture_outdoor,picture_outdoor\1114948_348_0.jpg,台湾事情,https://dl.ndl.go.jp/info:ndljp/pid/1114948,"https://www.dl.ndl.go.jp/api/iiif/1114948/R0000348/pct:21.8,22.0,24.1,55.5/full/0/default.jpg"
1115069_246_0.jpg,picture_outdoor,picture_outdoor\1115069_246_0.jpg,台湾事情,https://dl.ndl.go.jp/info:ndljp/pid/1115069,"https://www.dl.ndl.go.jp/api/iiif/1115069/R0000246/pct:20.5,23.3,28.1,56.2/full/0/default.jpg"
1115405_105_0.jpg,picture_outdoor,picture_outdoor\1115405_105_0.jpg,奈良県史蹟名勝天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1115405,"https://www.dl.ndl.go.jp/api/iiif/1115405/R0000105/pct:10.5,16.3,34.5,67.5/full/0/default.jpg"
1117833_38_0.jpg,picture_outdoor,picture_outdoor\1117833_38_0.jpg,育児日記から,https://dl.ndl.go.jp/info:ndljp/pid/1117833,"https://www.dl.ndl.go.jp/api/iiif/1117833/R0000038/pct:53.4,20.6,25.7,25.5/full/0/default.jpg"
1117839_35_0.jpg,picture_outdoor,picture_outdoor\1117839_35_0.jpg,石川県天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1117839,"https://www.dl.ndl.go.jp/api/iiif/1117839/R0000035/pct:18.0,19.9,28.8,62.1/full/0/default.jpg"
1117839_81_0.jpg,picture_outdoor,picture_outdoor\1117839_81_0.jpg,石川県天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1117839,"https://www.dl.ndl.go.jp/api/iiif/1117839/R0000081/pct:17.3,19.1,28.6,61.6/full/0/default.jpg"
1118112_65_0.jpg,picture_outdoor,picture_outdoor\1118112_65_0.jpg,古蹟調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1118112,"https://www.dl.ndl.go.jp/api/iiif/1118112/R0000065/pct:12.5,52.8,34.9,35.8/full/0/default.jpg"
1118126_84_1.jpg,picture_outdoor,picture_outdoor\1118126_84_1.jpg,古蹟調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1118126,"https://www.dl.ndl.go.jp/api/iiif/1118126/R0000084/pct:13.4,13.4,34.5,36.7/full/0/default.jpg"
1118135_108_1.jpg,picture_outdoor,picture_outdoor\1118135_108_1.jpg,古蹟調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1118135,"https://www.dl.ndl.go.jp/api/iiif/1118135/R0000108/pct:14.9,16.9,32.0,19.3/full/0/default.jpg"
1118349_6_0.jpg,picture_outdoor,picture_outdoor\1118349_6_0.jpg,運動年鑑,https://dl.ndl.go.jp/info:ndljp/pid/1118349,"https://www.dl.ndl.go.jp/api/iiif/1118349/R0000006/pct:55.4,17.7,30.8,70.8/full/0/default.jpg"
1119190_43_4.jpg,picture_outdoor,picture_outdoor\1119190_43_4.jpg,倉敷中央病院年報,https://dl.ndl.go.jp/info:ndljp/pid/1119190,"https://www.dl.ndl.go.jp/api/iiif/1119190/R0000043/pct:49.3,66.7,17.1,18.3/full/0/default.jpg"
1120881_434_0.jpg,picture_outdoor,picture_outdoor\1120881_434_0.jpg,興亜日本建国史 : 皇朝歴代詔勅大成,https://dl.ndl.go.jp/info:ndljp/pid/1120881,"https://www.dl.ndl.go.jp/api/iiif/1120881/R0000434/pct:24.9,44.1,13.7,14.6/full/0/default.jpg"
1120959_34_3.jpg,picture_outdoor,picture_outdoor\1120959_34_3.jpg,現代展望・郷土誌,https://dl.ndl.go.jp/info:ndljp/pid/1120959,"https://www.dl.ndl.go.jp/api/iiif/1120959/R0000034/pct:59.1,18.2,9.3,19.3/full/0/default.jpg"
1123975_40_0.jpg,picture_outdoor,picture_outdoor\1123975_40_0.jpg,仏領印度支那写真集,https://dl.ndl.go.jp/info:ndljp/pid/1123975,"https://www.dl.ndl.go.jp/api/iiif/1123975/R0000040/pct:55.3,8.4,32.0,70.0/full/0/default.jpg"
1125875_48_0.jpg,picture_outdoor,picture_outdoor\1125875_48_0.jpg,佐賀県史蹟名勝天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1125875,"https://www.dl.ndl.go.jp/api/iiif/1125875/R0000048/pct:30.1,17.9,16.6,33.9/full/0/default.jpg"
1135209_72_1.jpg,picture_outdoor,picture_outdoor\1135209_72_1.jpg,地質調査所報告,https://dl.ndl.go.jp/info:ndljp/pid/1135209,"https://www.dl.ndl.go.jp/api/iiif/1135209/R0000072/pct:17.3,13.5,13.9,29.8/full/0/default.jpg"
1139246_186_0.jpg,picture_outdoor,picture_outdoor\1139246_186_0.jpg,機械工学年鑑,https://dl.ndl.go.jp/info:ndljp/pid/1139246,"https://www.dl.ndl.go.jp/api/iiif/1139246/R0000186/pct:30.3,47.7,18.7,34.3/full/0/default.jpg"
1141575_15_0.jpg,picture_outdoor,picture_outdoor\1141575_15_0.jpg,天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1141575,"https://www.dl.ndl.go.jp/api/iiif/1141575/R0000015/pct:56.6,23.1,26.0,53.3/full/0/default.jpg"
1144984_15_0.jpg,picture_outdoor,picture_outdoor\1144984_15_0.jpg,行幸記念誌,https://dl.ndl.go.jp/info:ndljp/pid/1144984,"https://www.dl.ndl.go.jp/api/iiif/1144984/R0000015/pct:20.1,19.5,28.8,63.2/full/0/default.jpg"
1144984_7_0.jpg,picture_outdoor,picture_outdoor\1144984_7_0.jpg,行幸記念誌,https://dl.ndl.go.jp/info:ndljp/pid/1144984,"https://www.dl.ndl.go.jp/api/iiif/1144984/R0000007/pct:19.9,18.8,28.5,64.3/full/0/default.jpg"
1144993_5_0.jpg,picture_outdoor,picture_outdoor\1144993_5_0.jpg,行幸を仰ぎ奉りて : 昭和一〇年一一月一八日午前一〇時講堂に於ける松岡校長の謹話,https://dl.ndl.go.jp/info:ndljp/pid/1144993,"https://www.dl.ndl.go.jp/api/iiif/1144993/R0000005/pct:15.6,16.5,29.5,32.9/full/0/default.jpg"
1145034_6_0.jpg,picture_outdoor,picture_outdoor\1145034_6_0.jpg,行幸記念誌,https://dl.ndl.go.jp/info:ndljp/pid/1145034,"https://www.dl.ndl.go.jp/api/iiif/1145034/R0000006/pct:13.6,17.1,33.1,65.1/full/0/default.jpg"
1147842_346_1.jpg,picture_outdoor,picture_outdoor\1147842_346_1.jpg,[朝鮮総督府]調査資料,https://dl.ndl.go.jp/info:ndljp/pid/1147842,"https://www.dl.ndl.go.jp/api/iiif/1147842/R0000346/pct:54.0,50.5,30.2,31.6/full/0/default.jpg"
1148313_46_0.jpg,picture_outdoor,picture_outdoor\1148313_46_0.jpg,南支那及南洋調査,https://dl.ndl.go.jp/info:ndljp/pid/1148313,"https://www.dl.ndl.go.jp/api/iiif/1148313/R0000046/pct:56.3,20.0,21.4,62.0/full/0/default.jpg"
1148358_58_0.jpg,picture_outdoor,picture_outdoor\1148358_58_0.jpg,南支那及南洋調査,https://dl.ndl.go.jp/info:ndljp/pid/1148358,"https://www.dl.ndl.go.jp/api/iiif/1148358/R0000058/pct:54.3,20.0,24.4,21.6/full/0/default.jpg"
